z,s_hat,chi
1.53634163,-2.7524114585,1.4852048229
1.53664156,-2.7528569135,1.4851884749
1.53694149,-2.7533023637,1.4851721448
1.53724142,-2.7537478089,1.4851558325
1.53754135,-2.7541932492,1.4851395380
1.53784128,-2.7546386847,1.4851232612
1.53814121,-2.7550841152,1.4851070022
1.53844114,-2.7555295409,1.4850907608
1.53874107,-2.7559749618,1.4850745371
1.53904100,-2.7564203777,1.4850583310
1.53934093,-2.7568657888,1.4850421425
1.53964086,-2.7573111951,1.4850259716
1.53994079,-2.7577565965,1.4850098182
1.54024072,-2.7582019931,1.4849936822
1.54054065,-2.7586473848,1.4849775638
1.54084058,-2.7590927717,1.4849614627
1.54114051,-2.7595381537,1.4849453791
1.54144044,-2.7599835310,1.4849293128
1.54174037,-2.7604289034,1.4849132639
1.54204030,-2.7608742710,1.4848972322
1.54234023,-2.7613196339,1.4848812178
1.54264016,-2.7617649919,1.4848652207
1.54294009,-2.7622103451,1.4848492407
1.54324002,-2.7626556935,1.4848332780
1.54353995,-2.7631010372,1.4848173323
1.54383988,-2.7635463760,1.4848014038
1.54413981,-2.7639917101,1.4847854924
1.54443974,-2.7644370394,1.4847695980
1.54473967,-2.7648823640,1.4847537206
1.54503960,-2.7653276838,1.4847378602
1.54533953,-2.7657729988,1.4847220167
1.54563946,-2.7662183091,1.4847061902
1.54593939,-2.7666636146,1.4846903805
1.54623932,-2.7671089154,1.4846745877
1.54653925,-2.7675542115,1.4846588117
1.54683918,-2.7679995029,1.4846430525
1.54713911,-2.7684447895,1.4846273101
1.54743904,-2.7688900714,1.4846115844
1.54773897,-2.7693353486,1.4845958753
1.54803890,-2.7697806210,1.4845801830
1.54833883,-2.7702258888,1.4845645073
1.54863876,-2.7706711519,1.4845488481
1.54893869,-2.7711164103,1.4845332056
1.54923862,-2.7715616639,1.4845175795
1.54953855,-2.7720069130,1.4845019700
1.54983848,-2.7724521573,1.4844863769
1.55013841,-2.7728973969,1.4844708003
1.55043834,-2.7733426319,1.4844552401
1.55073827,-2.7737878622,1.4844396963
1.55103820,-2.7742330879,1.4844241688
1.55133813,-2.7746783089,1.4844086576
1.55163806,-2.7751235252,1.4843931627
1.55193799,-2.7755687370,1.4843776840
1.55223792,-2.7760139440,1.4843622216
1.55253785,-2.7764591465,1.4843467753
1.55283778,-2.7769043443,1.4843313452
1.55313771,-2.7773495374,1.4843159312
1.55343764,-2.7777947260,1.4843005333
1.55373757,-2.7782399099,1.4842851515
1.55403750,-2.7786850893,1.4842697857
1.55433743,-2.7791302640,1.4842544359
1.55463736,-2.7795754341,1.4842391020
1.55493729,-2.7800205996,1.4842237841
1.55523722,-2.7804657606,1.4842084821
1.55553715,-2.7809109169,1.4841931960
1.55583708,-2.7813560687,1.4841779257
1.55613701,-2.7818012159,1.4841626712
1.55643694,-2.7822463585,1.4841474324
1.55673687,-2.7826914965,1.4841322094
1.55703680,-2.7831366300,1.4841170021
1.55733673,-2.7835817589,1.4841018105
1.55763666,-2.7840268833,1.4840866346
1.55793659,-2.7844720031,1.4840714743
1.55823652,-2.7849171184,1.4840563295
1.55853645,-2.7853622291,1.4840412003
1.55883638,-2.7858073353,1.4840260866
1.55913631,-2.7862524370,1.4840109884
1.55943624,-2.7866975341,1.4839959057
1.55973617,-2.7871426268,1.4839808384
1.56003610,-2.7875877149,1.4839657865
1.56033603,-2.7880327984,1.4839507499
1.56063596,-2.7884778775,1.4839357287
1.56093589,-2.7889229521,1.4839207228
1.56123582,-2.7893680222,1.4839057322
1.56153575,-2.7898130878,1.4838907568
1.56183568,-2.7902581489,1.4838757966
1.56213561,-2.7907032055,1.4838608516
1.56243554,-2.7911482576,1.4838459217
1.56273547,-2.7915933053,1.4838310069
1.56303540,-2.7920383485,1.4838161072
1.56333533,-2.7924833872,1.4838012226
1.56363526,-2.7929284215,1.4837863530
1.56393519,-2.7933734513,1.4837714984
1.56423512,-2.7938184766,1.4837566587
1.56453505,-2.7942634975,1.4837418340
1.56483498,-2.7947085140,1.4837270241
1.56513491,-2.7951535260,1.4837122291
1.56543484,-2.7955985336,1.4836974490
1.56573477,-2.7960435367,1.4836826836
1.56603470,-2.7964885354,1.4836679330
1.56633463,-2.7969335297,1.4836531972
1.56663456,-2.7973785196,1.4836384760
1.56693449,-2.7978235051,1.4836237695
1.56723442,-2.7982684862,1.4836090777
1.56753435,-2.7987134628,1.4835944005
1.56783428,-2.7991584351,1.4835797379
1.56813421,-2.7996034029,1.4835650898
1.56843414,-2.8000483664,1.4835504562
1.56873407,-2.8004933255,1.4835358371
1.56903400,-2.8009382802,1.4835212325
1.56933393,-2.8013832305,1.4835066423
1.56963386,-2.8018281765,1.4834920665
1.56993379,-2.8022731181,1.4834775050
1.57023372,-2.8027180553,1.4834629579
1.57053365,-2.8031629881,1.4834484251
1.57083358,-2.8036079166,1.4834339066
1.57113351,-2.8040528408,1.4834194023
1.57143344,-2.8044977606,1.4834049122
1.57173337,-2.8049426760,1.4833904363
1.57203330,-2.8053875871,1.4833759745
1.57233323,-2.8058324939,1.4833615268
1.57263316,-2.8062773964,1.4833470933
1.57293309,-2.8067222945,1.4833326737
1.57323302,-2.8071671883,1.4833182682
1.57353295,-2.8076120777,1.4833038767
1.57383288,-2.8080569629,1.4832894992
1.57413281,-2.8085018438,1.4832751356
1.57443274,-2.8089467203,1.4832607858
1.57473267,-2.8093915926,1.4832464500
1.57503260,-2.8098364605,1.4832321279
1.57533253,-2.8102813242,1.4832178197
1.57563246,-2.8107261835,1.4832035253
1.57593239,-2.8111710386,1.4831892446
1.57623232,-2.8116158894,1.4831749776
1.57653225,-2.8120607359,1.4831607243
1.57683218,-2.8125055782,1.4831464846
1.57713211,-2.8129504162,1.4831322586
1.57743204,-2.8133952499,1.4831180461
1.57773197,-2.8138400793,1.4831038472
1.57803190,-2.8142849045,1.4830896618
1.57833183,-2.8147297255,1.4830754899
1.57863176,-2.8151745422,1.4830613315
1.57893169,-2.8156193546,1.4830471866
1.57923162,-2.8160641628,1.4830330550
1.57953155,-2.8165089668,1.4830189368
1.57983148,-2.8169537666,1.4830048319
1.58013141,-2.8173985621,1.4829907404
1.58043134,-2.8178433534,1.4829766621
1.58073127,-2.8182881404,1.4829625971
1.58103120,-2.8187329233,1.4829485453
1.58133113,-2.8191777019,1.4829345067
1.58163106,-2.8196224764,1.4829204812
1.58193099,-2.8200672466,1.4829064689
1.58223092,-2.8205120126,1.4828924696
1.58253085,-2.8209567744,1.4828784835
1.58283078,-2.8214015321,1.4828645103
1.58313071,-2.8218462855,1.4828505502
1.58343064,-2.8222910348,1.4828366030
1.58373057,-2.8227357799,1.4828226688
1.58403050,-2.8231805208,1.4828087475
1.58433043,-2.8236252575,1.4827948391
1.58463036,-2.8240699901,1.4827809435
1.58493029,-2.8245147185,1.4827670608
1.58523022,-2.8249594427,1.4827531908
1.58553015,-2.8254041628,1.4827393336
1.58583008,-2.8258488787,1.4827254891
1.58613001,-2.8262935905,1.4827116574
1.58642994,-2.8267382981,1.4826978382
1.58672987,-2.8271830016,1.4826840318
1.58702980,-2.8276277009,1.4826702379
1.58732973,-2.8280723961,1.4826564566
1.58762966,-2.8285170872,1.4826426879
1.58792959,-2.8289617741,1.4826289316
1.58822952,-2.8294064570,1.4826151879
1.58852945,-2.8298511357,1.4826014566
1.58882938,-2.8302958102,1.4825877377
1.58912931,-2.8307404807,1.4825740312
1.58942924,-2.8311851471,1.4825603371
1.58972917,-2.8316298093,1.4825466553
1.59002910,-2.8320744675,1.4825329859
1.59032903,-2.8325191216,1.4825193287
1.59062896,-2.8329637715,1.4825056837
1.59092889,-2.8334084174,1.4824920509
1.59122882,-2.8338530592,1.4824784304
1.59152875,-2.8342976969,1.4824648219
1.59182868,-2.8347423305,1.4824512256
1.59212861,-2.8351869601,1.4824376414
1.59242854,-2.8356315855,1.4824240692
1.59272847,-2.8360762069,1.4824105091
1.59302840,-2.8365208243,1.4823969610
1.59332833,-2.8369654376,1.4823834248
1.59362826,-2.8374100468,1.4823699006
1.59392819,-2.8378546520,1.4823563882
1.59422812,-2.8382992531,1.4823428878
1.59452805,-2.8387438501,1.4823293992
1.59482798,-2.8391884432,1.4823159224
1.59512791,-2.8396330321,1.4823024574
1.59542784,-2.8400776171,1.4822890042
1.59572777,-2.8405221980,1.4822755627
1.59602770,-2.8409667749,1.4822621329
1.59632763,-2.8414113477,1.4822487147
1.59662756,-2.8418559166,1.4822353082
1.59692749,-2.8423004814,1.4822219133
1.59722742,-2.8427450422,1.4822085300
1.59752735,-2.8431895990,1.4821951582
1.59782728,-2.8436341518,1.4821817979
1.59812721,-2.8440787005,1.4821684491
1.59842714,-2.8445232453,1.4821551118
1.59872707,-2.8449677861,1.4821417859
1.59902700,-2.8454123229,1.4821284714
1.59932693,-2.8458568557,1.4821151682
1.59962686,-2.8463013844,1.4821018764
1.59992679,-2.8467459093,1.4820885959
1.60022672,-2.8471904301,1.4820753267
1.60052665,-2.8476349469,1.4820620687
1.60082658,-2.8480794598,1.4820488219
1.60112651,-2.8485239687,1.4820355863
1.60142644,-2.8489684737,1.4820223619
1.60172637,-2.8494129746,1.4820091486
1.60202630,-2.8498574717,1.4819959464
1.60232623,-2.8503019647,1.4819827552
1.60262616,-2.8507464538,1.4819695751
1.60292609,-2.8511909390,1.4819564060
1.60322602,-2.8516354202,1.4819432479
1.60352595,-2.8520798974,1.4819301007
1.60382588,-2.8525243707,1.4819169644
1.60412581,-2.8529688401,1.4819038390
1.60442574,-2.8534133055,1.4818907245
1.60472567,-2.8538577671,1.4818776208
1.60502560,-2.8543022246,1.4818645279
1.60532553,-2.8547466783,1.4818514458
1.60562546,-2.8551911280,1.4818383744
1.60592539,-2.8556355738,1.4818253137
1.60622532,-2.8560800157,1.4818122636
1.60652525,-2.8565244537,1.4817992243
1.60682518,-2.8569688878,1.4817861955
1.60712511,-2.8574133180,1.4817731774
1.60742504,-2.8578577442,1.4817601697
1.60772497,-2.8583021666,1.4817471727
1.60802490,-2.8587465851,1.4817341861
1.60832483,-2.8591909997,1.4817212100
1.60862476,-2.8596354103,1.4817082443
1.60892469,-2.8600798171,1.4816952890
1.60922462,-2.8605242201,1.4816823442
1.60952455,-2.8609686191,1.4816694096
1.60982448,-2.8614130142,1.4816564854
1.61012441,-2.8618574055,1.4816435715
1.61042434,-2.8623017929,1.4816306678
1.61072427,-2.8627461765,1.4816177744
1.61102420,-2.8631905562,1.4816048912
1.61132413,-2.8636349320,1.4815920181
1.61162406,-2.8640793039,1.4815791552
1.61192399,-2.8645236720,1.4815663024
1.61222392,-2.8649680363,1.4815534597
1.61252385,-2.8654123967,1.4815406271
1.61282378,-2.8658567532,1.4815278044
1.61312371,-2.8663011059,1.4815149918
1.61342364,-2.8667454548,1.4815021891
1.61372357,-2.8671897998,1.4814893964
1.61402350,-2.8676341410,1.4814766136
1.61432343,-2.8680784783,1.4814638406
1.61462336,-2.8685228119,1.4814510775
1.61492329,-2.8689671416,1.4814383242
1.61522322,-2.8694114674,1.4814255808
1.61552315,-2.8698557895,1.4814128470
1.61582308,-2.8703001077,1.4814001230
1.61612301,-2.8707444221,1.4813874087
1.61642294,-2.8711887327,1.4813747041
1.61672287,-2.8716330395,1.4813620091
1.61702280,-2.8720773425,1.4813493238
1.61732273,-2.8725216417,1.4813366480
1.61762266,-2.8729659371,1.4813239817
1.61792259,-2.8734102287,1.4813113250
1.61822252,-2.8738545165,1.4812986778
1.61852245,-2.8742988005,1.4812860401
1.61882238,-2.8747430807,1.4812734118
1.61912231,-2.8751873572,1.4812607929
1.61942224,-2.8756316298,1.4812481834
1.61972217,-2.8760758987,1.4812355832
1.62002210,-2.8765201638,1.4812229924
1.62032203,-2.8769644251,1.4812104108
1.62062196,-2.8774086826,1.4811978385
1.62092189,-2.8778529364,1.4811852755
1.62122182,-2.8782971864,1.4811727216
1.62152175,-2.8787414327,1.4811601769
1.62182168,-2.8791856751,1.4811476414
1.62212161,-2.8796299139,1.4811351150
1.62242154,-2.8800741488,1.4811225977
1.62272147,-2.8805183800,1.4811100894
1.62302140,-2.8809626075,1.4810975902
1.62332133,-2.8814068312,1.4810850999
1.62362126,-2.8818510512,1.4810726187
1.62392119,-2.8822952674,1.4810601463
1.62422112,-2.8827394799,1.4810476829
1.62452105,-2.8831836887,1.4810352284
1.62482098,-2.8836278937,1.4810227827
1.62512091,-2.8840720950,1.4810103459
1.62542084,-2.8845162925,1.4809979178
1.62572077,-2.8849604864,1.4809854986
1.62602070,-2.8854046765,1.4809730880
1.62632063,-2.8858488629,1.4809606862
1.62662056,-2.8862930455,1.4809482930
1.62692049,-2.8867372245,1.4809359085
1.62722042,-2.8871813997,1.4809235327
1.62752035,-2.8876255712,1.4809111654
1.62782028,-2.8880697391,1.4808988067
1.62812021,-2.8885139032,1.4808864565
1.62842014,-2.8889580636,1.4808741148
1.62872007,-2.8894022203,1.4808617817
1.62902000,-2.8898463733,1.4808494569
1.62931993,-2.8902905226,1.4808371406
1.62961986,-2.8907346683,1.4808248327
1.62991979,-2.8911788102,1.4808125331
1.63021972,-2.8916229485,1.4808002419
1.63051965,-2.8920670830,1.4807879590
1.63081958,-2.8925112139,1.4807756844
1.63111951,-2.8929553411,1.4807634180
1.63141944,-2.8933994646,1.4807511598
1.63171937,-2.8938435845,1.4807389098
1.63201930,-2.8942877006,1.4807266680
1.63231923,-2.8947318131,1.4807144344
1.63261916,-2.8951759220,1.4807022088
1.63291909,-2.8956200272,1.4806899913
1.63321902,-2.8960641287,1.4806777819
1.63351895,-2.8965082265,1.4806655804
1.63381888,-2.8969523207,1.4806533870
1.63411881,-2.8973964112,1.4806412015
1.63441874,-2.8978404981,1.4806290240
1.63471867,-2.8982845813,1.4806168544
1.63501860,-2.8987286609,1.4806046926
1.63531853,-2.8991727368,1.4805925387
1.63561846,-2.8996168091,1.4805803926
1.63591839,-2.9000608778,1.4805682543
1.63621832,-2.9005049428,1.4805561238
1.63651825,-2.9009490042,1.4805440010
1.63681818,-2.9013930619,1.4805318859
1.63711811,-2.9018371160,1.4805197785
1.63741804,-2.9022811665,1.4805076787
1.63771797,-2.9027252133,1.4804955866
1.63801790,-2.9031692565,1.4804835020
1.63831783,-2.9036132961,1.4804714251
1.63861776,-2.9040573321,1.4804593556
1.63891769,-2.9045013644,1.4804472937
1.63921762,-2.9049453932,1.4804352392
1.63951755,-2.9053894183,1.4804231922
1.63981748,-2.9058334398,1.4804111526
1.64011741,-2.9062774577,1.4803991204
1.64041734,-2.9067214720,1.4803870956
1.64071727,-2.9071654827,1.4803750781
1.64101720,-2.9076094898,1.4803630679
1.64131713,-2.9080534933,1.4803510650
1.64161706,-2.9084974932,1.4803390693
1.64191699,-2.9089414894,1.4803270809
1.64221692,-2.9093854821,1.4803150996
1.64251685,-2.9098294712,1.4803031256
1.64281678,-2.9102734568,1.4802911586
1.64311671,-2.9107174387,1.4802791988
1.64341664,-2.9111614170,1.4802672461
1.64371657,-2.9116053918,1.4802553004
1.64401650,-2.9120493629,1.4802433618
1.64431643,-2.9124933305,1.4802314301
1.64461636,-2.9129372945,1.4802195054
1.64491629,-2.9133812550,1.4802075877
1.64521622,-2.9138252118,1.4801956768
1.64551615,-2.9142691651,1.4801837729
1.64581608,-2.9147131149,1.4801718758
1.64611601,-2.9151570610,1.4801599856
1.64641594,-2.9156010036,1.4801481021
1.64671587,-2.9160449426,1.4801362254
1.64701580,-2.9164888781,1.4801243555
1.64731573,-2.9169328100,1.4801124923
1.64761566,-2.9173767384,1.4801006358
1.64791559,-2.9178206632,1.4800887859
1.64821552,-2.9182645844,1.4800769427
1.64851545,-2.9187085021,1.4800651060
1.64881538,-2.9191524162,1.4800532760
1.64911531,-2.9195963268,1.4800414525
1.64941524,-2.9200402339,1.4800296355
1.64971517,-2.9204841374,1.4800178250
1.65001510,-2.9209280374,1.4800060210
1.65031503,-2.9213719338,1.4799942235
1.65061496,-2.9218158267,1.4799824323
1.65091489,-2.9222597160,1.4799706475
1.65121482,-2.9227036018,1.4799588691
1.65151475,-2.9231474841,1.4799470970
1.65181468,-2.9235913629,1.4799353312
1.65211461,-2.9240352381,1.4799235717
1.65241454,-2.9244791098,1.4799118184
1.65271447,-2.9249229780,1.4799000713
1.65301440,-2.9253668427,1.4798883304
1.65331433,-2.9258107038,1.4798765957
1.65361426,-2.9262545614,1.4798648671
1.65391419,-2.9266984155,1.4798531446
1.65421412,-2.9271422661,1.4798414282
1.65451405,-2.9275861132,1.4798297179
1.65481398,-2.9280299567,1.4798180136
1.65511391,-2.9284737968,1.4798063152
1.65541384,-2.9289176333,1.4797946229
1.65571377,-2.9293614664,1.4797829364
1.65601370,-2.9298052959,1.4797712559
1.65631363,-2.9302491219,1.4797595813
1.65661356,-2.9306929445,1.4797479125
1.65691349,-2.9311367635,1.4797362495
1.65721342,-2.9315805790,1.4797245924
1.65751335,-2.9320243911,1.4797129410
1.65781328,-2.9324681996,1.4797012954
1.65811321,-2.9329120047,1.4796896555
1.65841314,-2.9333558062,1.4796780213
1.65871307,-2.9337996043,1.4796663927
1.65901300,-2.9342433989,1.4796547698
1.65931293,-2.9346871900,1.4796431525
1.65961286,-2.9351309776,1.4796315408
1.65991279,-2.9355747617,1.4796199346
1.66021272,-2.9360185424,1.4796083340
1.66051265,-2.9364623196,1.4795967388
1.66081258,-2.9369060933,1.4795851492
1.66111251,-2.9373498635,1.4795735649
1.66141244,-2.9377936303,1.4795619861
1.66171237,-2.9382373935,1.4795504127
1.66201230,-2.9386811534,1.4795388446
1.66231223,-2.9391249097,1.4795272819
1.66261216,-2.9395686626,1.4795157245
1.66291209,-2.9400124120,1.4795041724
1.66321202,-2.9404561579,1.4794926255
1.66351195,-2.9408999004,1.4794810838
1.66381188,-2.9413436394,1.4794695474
1.66411181,-2.9417873750,1.4794580161
1.66441174,-2.9422311071,1.4794464900
1.66471167,-2.9426748357,1.4794349690
1.66501160,-2.9431185609,1.4794234530
1.66531153,-2.9435622827,1.4794119422
1.66561146,-2.9440060010,1.4794004363
1.66591139,-2.9444497158,1.4793889355
1.66621132,-2.9448934272,1.4793774397
1.66651125,-2.9453371351,1.4793659488
1.66681118,-2.9457808396,1.4793544628
1.66711111,-2.9462245407,1.4793429818
1.66741104,-2.9466682383,1.4793315056
1.66771097,-2.9471119324,1.4793200343
1.66801090,-2.9475556232,1.4793085678
1.66831083,-2.9479993105,1.4792971060
1.66861076,-2.9484429943,1.4792856491
1.66891069,-2.9488866747,1.4792741969
1.66921062,-2.9493303517,1.4792627493
1.66951055,-2.9497740253,1.4792513065
1.66981048,-2.9502176954,1.4792398684
1.67011041,-2.9506613621,1.4792284348
1.67041034,-2.9511050253,1.4792170059
1.67071027,-2.9515486852,1.4792055815
1.67101020,-2.9519923416,1.4791941617
1.67131013,-2.9524359946,1.4791827465
1.67161006,-2.9528796441,1.4791713357
1.67190999,-2.9533232902,1.4791599294
1.67220992,-2.9537669330,1.4791485275
1.67250985,-2.9542105723,1.4791371300
1.67280978,-2.9546542081,1.4791257370
1.67310971,-2.9550978406,1.4791143483
1.67340964,-2.9555414697,1.4791029639
1.67370957,-2.9559850953,1.4790915838
1.67400950,-2.9564287175,1.4790802080
1.67430943,-2.9568723363,1.4790688365
1.67460936,-2.9573159517,1.4790574692
1.67490929,-2.9577595637,1.4790461061
1.67520922,-2.9582031723,1.4790347472
1.67550915,-2.9586467775,1.4790233924
1.67580908,-2.9590903793,1.4790120418
1.67610901,-2.9595339776,1.4790006953
1.67640894,-2.9599775726,1.4789893528
1.67670887,-2.9604211642,1.4789780143
1.67700880,-2.9608647523,1.4789666799
1.67730873,-2.9613083371,1.4789553495
1.67760866,-2.9617519185,1.4789440230
1.67790859,-2.9621954964,1.4789327004
1.67820852,-2.9626390710,1.4789213818
1.67850845,-2.9630826422,1.4789100671
1.67880838,-2.9635262100,1.4788987562
1.67910831,-2.9639697744,1.4788874491
1.67940824,-2.9644133354,1.4788761459
1.67970817,-2.9648568930,1.4788648464
1.68000810,-2.9653004472,1.4788535507
1.68030803,-2.9657439981,1.4788422586
1.68060796,-2.9661875455,1.4788309703
1.68090789,-2.9666310896,1.4788196857
1.68120782,-2.9670746303,1.4788084047
1.68150775,-2.9675181676,1.4787971273
1.68180768,-2.9679617015,1.4787858536
1.68210761,-2.9684052320,1.4787745833
1.68240754,-2.9688487592,1.4787633167
